;Nazwa;Kategoria;zdjecie;Cena zawiera podatek. (brutto);Opis;Ilosc
479;  Piękny kinkiet LED Heiko z gipsu ;49;"https://lw-cdn.com/images/2FDEB3A5A8B6/k_1f53e64a7322a7eb9770752cc79b70f5;w_353;h_353;q_70/piekny-kinkiet-led-heiko-z-gipsu.jpg"; 162,52zł ;Heiko – biały kinkiet LED z gipsu  Jeśli masz ten kinkiet LED, światło świeci w górę i w dół w sposób bardzo efektowny i przede wszystkim daje wrażenie przytulności. Obudowa lampy ma półkolisty kształt, który jest postrzegany jako uroczy i atrakcyjny i może być łączony z kilkoma stylami.   Kto nosi się z zamiarem dostosowania kolorystycznego kinkietu LED do otoczenia, śmiało może wziąć do ręki farbę i pędzel, gdyż lampy z gipsu doskonale nadają się do tego, by móc je pomalować lub opatrzyć rysunkami. Pobierz:   Instrukcja obsługi                    (378 KB) ;50
480;  Filiz – reflektor LED z drewna i betonu ;49;"https://lw-cdn.com/images/4B5F08A36CE1/k_4c46ca74bc355a6c17e91b4ef8309c31;w_353;h_353;q_70/filiz-reflektor-led-z-drewna-i-betonu.jpg"; 85,28zł ;1-punktowy reflektor LED Filiz z drewna i betonu Filiz stanowi kombinację dwóch modnych materiałów, a mianowicie drewna i betonu. Dzięki temu lampa zyskuje wyjątkowy wygląd, który można łączyć zarówno ze stylem industrialnym, jak i skandynawskim, i który pasuje nawet do nowoczesnego stylu rustykalnego. Ten reflektor z betonu można dowolnie obracać i odchylać i nadaje się zarówno do montażu na ścianie, jak i na suficie. Drewniana podstawa sprawia bardzo naturalne wrażenie i emanuje stylową elegancją.  Żarówka LED E14 zapewnia niskie zużycie prądu. Pobierz:   Instrukcja obsługi                    (477 KB) ;50
481;  Metalowy kinkiet LED Desirio, czarno-złoty ;49;"https://lw-cdn.com/images/9FA79126D8F1/k_36fd55cfc82e2d9902468dbeff525553;w_353;h_353;q_70/metalowy-kinkiet-led-desirio-czarno-zloty.jpg"; 120,24zł ;Doskonały pod względem formy kinkiet LED Desirio z wkręconym metalowym kloszem w kolorze czarnym i złotym  Desirio to bardzo atrakcyjny element oświetleniowy dla całego obszaru mieszkalnego, który urzeka unikalnym, artystycznym wyglądem. Metalowy klosz wygląda jak wkręcona kartka papieru lub rodzaj spirali i przekonuje swoim stylowym, dwukolorowym wzornictwem. Zewnętrzna strona metalowego klosza jest czarna, wnętrze złote, a końce nakładają się na górze i na dole z obudową, co wyraźnie podkreśla kontrast kolorów. Światło żarówki LED G9 jest pięknie odbijane przez elegancki złoty odcień i przy tej konstrukcji tworzy bardzo przytulny efekt. Każda ściana w części mieszkalnej, na której znajduje się ta lampa, w mgnieniu oka zyskuje nowoczesny wygląd.  Pobierz:   Instrukcja obsługi                    (1.2 MB) ;50
482;  Kinkiet Enoire czarno-biały, 1-punktowy ;49;"https://lw-cdn.com/images/BEEE41229614/k_01c010d6ae393bc4dff976265706e557;w_353;h_353;q_70/kinkiet-enoire-czarno-bialy-1-punktowy.jpg"; 235,69zł ;Jednopłomieniowa oprawa ścienna Enoire - udane współgranie kontrastów  Jak wiadomo, przeciwieństwa przyciągają - a w przypadku oprawy ściennej Enoire tworzą nawet harmonijny całościowy obraz. Sferyczny klosz wykonany ze szkła opalowego wytwarza światło, które jest emitowane równomiernie we wszystkich kierunkach. Jest on montowany przed aluminiowym wspornikiem ściennym, który jest zaprojektowany jako czarny, prostokątny pręt. Enoire robi doskonałe wrażenie w prywatnych salonach z nowoczesnym wyposażeniem, ale może być również umieszczony jako dodatkowe źródło światła, na przykład we foyer w miejscach publicznych. ;50
483;  Kinkiet LED Hayley z wiszącą kulą, chrom ;49;"https://lw-cdn.com/images/C7B44FBF9EEA/k_1f3342a8def005e81d115bd7f7035382;w_353;h_353;q_70/kinkiet-led-hayley-z-wiszaca-kula-chrom.jpg"; 282,85zł ;Ekstrawagancki kształt kinkietu LED Hayley z wiszącym szklanym kloszem i błyszczącą chromowaną ramką ścienną  Hayley ma okrągły uchwyt ścienny, z którego schodzi wygięte ramię. Oba elementy są chromowane na wysoki połysk, co wygląda bardzo nowocześnie, a z ramienia w górnej części wychodzi linka, która prowadzi do szklanej kuli jak w klasycznej lampie wiszącej. Kula ta jest przezroczysta i została wykonana z atrakcyjnego szkła bąbelkowego, natomiast część dolna posiada metalowy element, który, podobnie jak podstawa, jest utrzymany w chromie. Światło może wyjść bezpośrednio i pośrednio, przy czym bezpośrednia część światła jest bardziej miękka dzięki satynowanej powierzchni szklanej na dole klosza. Technologia LED lampy ściennej zapewnia niskie zużycie energii.  Pobierz:   Instrukcja obsługi                    (292 KB) ;50
484;  Metalowy kinkiet LED Desirio, biało-złoty ;49;"https://lw-cdn.com/images/AD1A10F2BACA/k_345337335e6f349fa2d275c13145e40d;w_353;h_353;q_70/metalowy-kinkiet-led-desirio-bialo-zloty.jpg"; 127,56zł ;Biało-złoty kinkiet LED Desirio z metalu  Klosz tej lampy ściennej z żarówką LED G9 przypomina bardziej spiralę lub wkręcony papier niż klasyczny klosz. To właśnie czyni go tak wyjątkowym, ponieważ natychmiast przyciąga wzrok i wyróżnia się wśród innych produktów. Konstrukcja wpływa nie tylko na wygląd lampy, ale również na jej oświetlenie, ponieważ oba końce nakładają się z obudową zarówno na górze, jak i na dole. Na zewnątrz klosz jest biały, wewnątrz urzeka pięknym, złotym odcieniem, który wciąż jest dobrze widoczny na górze i na dole i który w połączeniu ze światłem promieniuje cudownym ciepłem, przyczyniającym się do stworzenia przytulnej atmosfery w mieszkaniu.  Pobierz:   Instrukcja obsługi                    (1.0 MB) ;50
485;  Wygięta lampa ścienna Konstantin z białego gipsu ;49;"https://lw-cdn.com/images/736A0E50F2AC/k_23173e2f3ead27e569f32e796f4881e8;w_353;h_353;q_70/wygieta-lampa-scienna-konstantin-z-bialego-gipsu.jpg"; 126,75zł ;Lampa ścienna Konstantin z gipsu nadającego się do malowania  Konstantin to lampa ścienna relatywnie dyskretna i prosta, a jednak za tą delikatną fasadą kryją się niezliczone możliwości stosowania - po pierwsze dlatego, że pasuje kształtem i kolorem do wielu stylów i koncepcji aranżacji wnętrz, ale także po drugie dlatego, że gips jest powierzchnią, która pozwala jeszcze na późniejsze zmiany i nadaje się lepiej niż każda inna lampa do kreatywnego tworzenia oświetlenia. Można zrealizować w mgnieniu oka wiele życzeń, np. pomalować tę lampę ścienną w odcieniu ściany, albo w kolorze kontrastującym z pozostałym wyposażeniem lub wykonać na niej jakiś motyw czy ilustrację, co jest opcją wartą rozważenia np. w pokoju dziecięcym. Nie ma żadnych granic dla artystów w dziedzinie oświetlenia, a do przygotowania powierzchni dołączono - standardowo - rękawiczki i papier ścierny.   Światło świeci do dołu - tu znajduje się dodatkowa przesłona z mlecznego szkła - ale także do góry i jest przyjemnie delikatne, roztaczając przy tym przytulną aurę.  Pobierz:   Instrukcja obsługi                    (209 KB) ;50
486;  Kinkiet Enoire czarno-biały, 2-punktowy ;49;"https://lw-cdn.com/images/E7782B6D7DC7/k_a00a83edaf9005aaff63ef70f3d8c757;w_353;h_353;q_70/kinkiet-enoire-czarno-bialy-2-punktowy.jpg";398,29zł;"Lampa ścienna Enoire z dwoma kloszami opalizującymi i czarnym uchwytem ściennym  Dwupłomieniowa oprawa ścienna Enoire, charakteryzująca się czarującą grą kontrastów i jasnym językiem projektowania, oferuje odpowiedni element wyposażenia nowoczesnych wnętrz - czy to w prywatnych pomieszczeniach mieszkalnych, czy na przykład w publicznej galerii. Jego odcienie są zaprojektowane jako symetryczne, jasne kule z opalizowanego szkła, które zapewniają równomierną emisję światła dookoła. Natomiast aluminiowy wspornik ścienny ma kształt długiego, czarnego prostokąta; odcienie są rozmieszczone asymetrycznie wzdłuż niego, pozostawiając obszar wspornika całkowicie wolny. Pobierz:   Instrukcja obsługi                    (596 KB) ";50
487;  Lindby Aylis Spot, czarna, drewno, 1-punktowa ;49;"https://lw-cdn.com/images/FEF86C52B375/k_bcaa23d00526243b769209f6daa8bfc5;w_353;h_353;q_70/lindby-aylis-spot-czarna-drewno-1-punktowa.jpg"; 87,72zł ;Czarny spot Aylis z płytą ze sklejki dla dekoracyjnego akcentu  Metalowy klosz reflektora ściennego Aylis ma matową, czarną powierzchnię i może przekonywać przemysłowym wyglądem, ponieważ śruby i przeguby ozdabiają całościowe wzornictwo, które dzięki temu wygląda bardziej rustykalnie. Oznacza to również, że kierunek światła można dowolnie regulować, ponieważ klosz można obracać i wychylać. Jasna sklejka do montażu ściennego lub sufitowego jest wartościowym akcentem, który nadaje temu reflektorowi bardziej naturalny wygląd.  Pobierz:   Instrukcja obsługi                    (384 KB) ;50
488;  Ekskluzywna lampa ścienna Karla ;49;"https://lw-cdn.com/images/841E2D405B46/k_5946d587eb0ab2a65fcb1f483038b1be;w_353;h_353;q_70/ekskluzywna-lampa-scienna-karla.jpg"; 190,98zł ;Lampa ścienna ze sklepieniem Karla ze szkła i metalu  Ta lampa ścienna urzeka wspaniałym wyglądem, szklany klosz tworzy lekkie sklepienie i jest uzupełniany od dołu metalową aplikacją o matowej niklowanej powierzchni. Lampa Karla umieszczona na ścianie wygląda bardzo elegancko i oczywiście nowocześnie. Satynowana wkładka ze szkła powoduje miękkie i ciepłe rozprowadzanie światła, przy czym wybór źródła światła jest w pełnym sensie nieograniczony, ponieważ oprawka E-27 pozwala na zastosowanie zarówno żarówek, jak i halogenów oraz wydajnych i oszczędnych lamp LED.  Pobierz:   Instrukcja obsługi                    (398 KB) ;50
489;  Lampa ścienna Aiden z lampką, biały, mosiądz ;49;"https://lw-cdn.com/images/AA002E2F1D44/k_a36088c5ccdf7340ba60e3fb1b5f4d8e;w_353;h_353;q_70/lampa-scienna-aiden-z-lampka-bialy-mosiadz.jpg"; 362,52zł ;Lampa ścienna Aiden w kolorze mosiądzu, z cylindryczną lampką do czytania i białym kloszem z tkaniny.  Ta lampa ścienna z tkaniny doskonale sprawdzi się w sypialni obok łóżka. Niesie też ze sobą wszelkie korzyści wynikające z obecności dwóch różnych źródeł światła. Klosz z tkaniny w kolorze białym sprawia, że światło jest przytulne, równomierne, nie oślepia i sprzyja relaksowi. Z kolei cylindryczna lampka do czytania ma diody LED i emituje światło punktowe o dużej jasności, co pozwala optymalnie odciążyć oczy podczas czytania. Ta lampa ścienna doskonale sprawdzi się także w salonie za sofą. Jej zaletę stanowi fakt, że ma ona dwa przełączniki pozwalające obsługiwać ją niezależnie. Dlatego też, w zależności od wyboru, użytkownik może załączać obie żarówki lub tylko jedną z nich.   Powierzchnia metalowej podstawy ma odcień matowego brązu i wzmacnia klasyczny wygląd tej lampy ściennej, której można używać także w komercyjnych pomieszczeniach hotelowych.   Lampka do czytania:  - ciepła biel (3 000 K)  - 310 lumenów Pobierz:   Instrukcja obsługi                    (302 KB) ;50
490;  Spot ścienny Svenda z olejowanego drewna dębowego ;49;"https://lw-cdn.com/images/F31D71B2795B/k_ac590f3ba5de31b2585a41448a828796;w_353;h_353;q_70/spot-scienny-svenda-z-olejowanego-drewna-debowego.jpg";90,98zł;Indywidualnie regulowany spot ścienny Svenda o nowoczesnej drewnopodobnej stylistyce  Spot ścienny Svenda oznacza nie tylko źródło światła o elastycznych możliwościach ustawiania, ale również element wyposażenia, który dzięki naturalnemu drewnianemu wyglądowi wniesie do salonu sporą dawkę ciepła. Mimo drewnianej podstawy spot ścienny nie wygląda staroświecko, ponieważ w połączeniu z chromowanymi i lakierowanymi na biało elementami metalowymi powstaje bardzo nowoczesna i modna całość. Wbudowany przegub kulowy umożliwia indywidualną zmianę kierunku padania światła. ;50
491;  Malthe - nowoczes. lampa ścienna ze szkła i metalu ;49;"https://lw-cdn.com/images/768DA191C44B/k_01b9441a740b8e4512d3f6d201bc2765;w_353;h_353;q_70/malthe-nowoczes-lampa-scienna-ze-szkla-i-metalu.jpg"; 170,65zł ;Piękna lampa ścienna Malthe ze szkła i metalu  Ta lampa ścienna urzeka bardzo pięknym widokiem, szklany klosz wystaje ku górze, a na dole jest uzupełniany przez metalowy element z połyskującego chromu. Lampa Malthe umieszczona na ścianie wygląda bardzo elegancko i oczywiście nowocześnie. Satynowana wkładka ze szkła powoduje miękkie i ciepłe rozprowadzanie światła, przy czym wybór źródła światła jest w pełnym sensie nieograniczony, ponieważ oprawka E-27 pozwala na zastosowanie zarówno żarówek, jak i halogenów oraz wydajnych i oszczędnych lamp LED.  Pobierz:   Instrukcja obsługi                    (311 KB) ;50
492;  Spot ścienny Corralee, biały, 1-punktowy ;49;"https://lw-cdn.com/images/542299967CE4/k_3561763cef6999cbf3118324c8343e6d;w_353;h_353;q_70/spot-scienny-corralee-bialy-1-punktowy.jpg";90,98zł;;50
493;  Lampa ścienna Yola ze szklanym kloszem, chrom ;49;"https://lw-cdn.com/images/DDDA50DD5CE3/k_e4883abba41a39fe01fbc9a8626427c5;w_353;h_353;q_70/lampa-scienna-yola-ze-szklanym-kloszem-chrom.jpg"; 120,24zł ;Elegancka lampa ścienna Yola z białym półprzezroczystym szklanym kloszem  Ta stylowa i prosta lampa ma harmonijny i wysublimowany wygląd. Klosz z półprzezroczystego mlecznego szkła zapewnia miłe dla oka światło nie powodujące efektu oślepienia. Cokół wykonano tu ze stali, a jego chromowane wykończenie nadaje całości efektowne, nowoczesne akcenty.  Lampa ścienna Yola może zostać wyposażona w trzy energooszczędne żarówki E27. Należy je nabyć oddzielnie. Wreszcie, co nie mniej ważne, model Yola współgra z klasycznymi, ponadczasowymi pomysłami wnętrzarskimi, a także pasuje do nostalgicznego stylu wyposażenia. Pobierz:   Instrukcja obsługi                    (343 KB) ;50
494;  Jednopunktowa lampa ścienna LED ELAINA, mosiężna ;49;"https://lw-cdn.com/images/633EEBE7C3B0/k_5a6840dfa3da0a73619cd780dcb0dfa2;w_353;h_353;q_70/jednopunktowa-lampa-scienna-led-elaina-mosiezna.jpg"; 77,15zł ;Piękna lampa ścienna ELAINA ze szkła opalowego z żarówką LED E14  Klosz tej lampy ściennej ma kształt kuli i został wykonany ze szkła opalowego, dzięki czemu daje łagodne, przyjemne światło. Znajdujący się na podstawie włącznik dźwigniowy umożliwia szybką obsługę lampy, dlatego z powodzeniem można umieścić ją nad fotelem, kanapą lub łóżkiem.   Dostawa obejmuje żarówkę LED E14 w ciepłym białym kolorze o wysokiej energooszczędności.  Pobierz:   Instrukcja obsługi                    (359 KB) ;50
495;  Kinkiet Marley, stary mosiądz, Up & Down ;49;"https://lw-cdn.com/images/8013DB23C444/k_75b323103f7b82574e3e6bfe6f0b0ae2;w_353;h_353;q_70/kinkiet-marley-stary-mosiadz-up-down.jpg"; 105,61zł ;;50
496;  Lindby Stannis lampa ścienna tkanina matowy nikiel ;49;"https://lw-cdn.com/images/5C74D155D0C3/k_f6132b0d5ba2403ddf1f672a4ac1c380;w_353;h_353;q_70/lindby-stannis-lampa-scienna-tkanina-matowy-nikiel.jpg"; 69,02zł ;Lampa ścienna Stannis jako nowoczesne rozwiązanie oświetleniowe z tekstylnym kloszem  Elegancki klosz lampy ściennej Stannis został wykonany z białej tkaniny. Lampa nie tylko uzyskuje szczególny wygląd, ale również zapewnia doskonałe oświetlenie. Światło prześwieca delikatnie przez tkaninę i zanurza otoczenie w przyjemnym, miękkim świetle. Światło może bez przeszkód wydostawać się w dół, dzięki czemu zapewnione jest również wystarczające oświetlenie. Dzięki swojemu abstrakcyjnemu wyglądowi Stannis nadaje się jako uzupełniające źródło światła w nowoczesnym salonie lub sypialni.  ;50
497;  Rdzawy kinkiet LED Tamin, styl industrialny ;49;"https://lw-cdn.com/images/498D24AD9D91/k_c29a0ae6ebc5c80146d2b00d19c19df7;w_353;h_353;q_70/rdzawy-kinkiet-led-tamin-styl-industrialny.jpg"; 145,45zł ;Kinkiet LED Tamin w stylu industrialnym, z efektowną osłoną z siatki  Tamin to ruchomy kinkiet LED, który można obracać i odchylać, a także zamontować na suficie w razie potrzeby. Metalowa powierzchnia ma wykończenie w rdzawym kolorze, dlatego też do złudzenia przypomina prawdziwy zardzewiały metal. Sprawia to, że sama lampa wygląda na starą i nadaje jej nutkę nostalgii. Ogólny design tej lampy ściennej przydaje jej industrialnego uroku. Efekt ten wywoływany jest przez osłonę z siatki, która znajduje się przed elementem szklanym i przed żarówką.  Pobierz:   Instrukcja obsługi                    (290 KB) ;50
498;  Lucande Kalinda lampa ścienna z betonowym kloszem ;49;"https://lw-cdn.com/images/DF1B67C82C25/k_0ae3e5830ec66efbb6aaee9d20dd320b;w_353;h_353;q_70/lucande-kalinda-lampa-scienna-z-betonowym-kloszem.jpg";141,38zł;Elegancka lampa ścienna Kalinda z kloszem z szarego betonu i okrągłą ramą z dębowego drewna  Lampa ścienna Kalinda jest idealnym uzupełnieniem skandynawskich stylów życia, ponieważ łączy w sobie betonowy klosz z okrągłą ramą ścienną wykonaną z jasnego drewna dębowego. W ten sposób ciepłe tony drewna i znacznie chłodniejszy beton łączą się w bardzo estetyczny sposób. W ten sposób szybko powstają skojarzenia ze skandynawskim stylem życia, który charakteryzuje się tym, że używa się jednocześnie jasnego języka formy i podstawowych materiałów o przytulnym wyglądzie. Stylowe oświetlenie akcentujące do salonu i sypialni! Pobierz:   Instrukcja obsługi                    (421 KB) ;50
